original_sentence1,original_sentence2,processed_sentence1,processed_sentence2,label,char_count,word_count,sentence_count,avg_word_length,punct_count,punct_ratio,upper_count,upper_ratio,digit_count,digit_ratio,special_count,special_ratio,word_diversity,stopword_ratio,s2_char_count,s2_word_count,s2_sentence_count,s2_avg_word_length,s2_punct_count,s2_punct_ratio,s2_upper_count,s2_upper_ratio,s2_digit_count,s2_digit_ratio,s2_special_count,s2_special_ratio,s2_word_diversity,s2_stopword_ratio,cross_length_ratio,cross_length_diff,cross_word_ratio,cross_word_diff,cross_jaccard_similarity,cross_word_overlap_ratio,cross_char_2gram_overlap,cross_char_3gram_overlap,cross_char_4gram_overlap
There is a woman sitting at the front desk of a Hollywood Wax Museum with a statue standing next to the desk she is sitting at.,A woman is sitting at a front desk selling tickets to the Hollywood Wax Museum.,there is a woman sitting at the front desk of a hollywood wax museum with a statue standing next to the desk she is sitting at.,a woman is sitting at a front desk selling tickets to the hollywood wax museum.,0,127,26,1,3.923076923076923,1,0.007874015748031496,0,0.0,0,0.0,1,0.007874015748031496,0.7692307692307693,0.5,79.0,15.0,1.0,4.333333333333333,1.0,0.012658227848101266,0.0,0.0,0.0,0.0,1.0,0.012658227848101266,0.9333333333333333,0.4,1.6075949367088607,48.0,1.7333333333333334,11.0,0.4782608695652174,0.55,0.6626506024096386,0.4827586206896552,0.3787878787878788
"A person who wants to be hidden, reads a newspaper outdoors.",A person loudly laughs as they read a newspaper in a crowded place.,"a person who wants to be hidden, reads a newspaper outdoors.",a person loudly laughs as they read a newspaper in a crowded place.,0,60,11,1,4.545454545454546,2,0.03333333333333333,0,0.0,0,0.0,2,0.03333333333333333,0.9090909090909091,0.45454545454545453,67.0,13.0,1.0,4.230769230769231,1.0,0.014925373134328358,0.0,0.0,0.0,0.0,1.0,0.014925373134328358,0.8461538461538461,0.46153846153846156,0.8955223880597015,7.0,0.8461538461538461,2.0,0.16666666666666666,0.2727272727272727,0.3125,0.22448979591836735,0.17475728155339806
The woman is holding the harness that the brown and white dog is wearing.,The woman has a dog.,the woman is holding the harness that the brown and white dog is wearing.,the woman has a dog.,1,73,14,1,4.285714285714286,1,0.0136986301369863,0,0.0,0,0.0,1,0.0136986301369863,0.7857142857142857,0.5,20.0,5.0,1.0,3.2,1.0,0.05,0.0,0.0,0.0,0.0,1.0,0.05,1.0,0.6,3.65,53.0,2.8,9.0,0.14285714285714285,0.18181818181818182,0.34,0.15942028985507245,0.10666666666666667
A German shepherd dog is running in the snow.,the dog is in the snow running home,a german shepherd dog is running in the snow.,the dog is in the snow running home,0,45,9,1,4.111111111111111,1,0.022222222222222223,0,0.0,0,0.0,1,0.022222222222222223,1.0,0.4444444444444444,35.0,8.0,1.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.875,0.5,1.2857142857142858,10.0,1.125,1.0,0.45454545454545453,0.5555555555555556,0.5609756097560976,0.46,0.37735849056603776
A man wheels his suitcase down the sidewalk.,The suitcase has wheels.,a man wheels his suitcase down the sidewalk.,the suitcase has wheels.,0,44,8,1,4.625,1,0.022727272727272728,0,0.0,0,0.0,1,0.022727272727272728,1.0,0.5,24.0,4.0,1.0,5.25,1.0,0.041666666666666664,0.0,0.0,0.0,0.0,1.0,0.041666666666666664,1.0,0.5,1.8333333333333333,20.0,2.0,4.0,0.2,0.25,0.45,0.3333333333333333,0.2653061224489796
A well built young man standing against a lamp post shirtless.,A young man posing for photographs.,a well built young man standing against a lamp post shirtless.,a young man posing for photographs.,0,62,11,1,4.7272727272727275,1,0.016129032258064516,0,0.0,0,0.0,1,0.016129032258064516,0.9090909090909091,0.2727272727272727,35.0,6.0,1.0,5.0,1.0,0.02857142857142857,0.0,0.0,0.0,0.0,1.0,0.02857142857142857,1.0,0.3333333333333333,1.7714285714285714,27.0,1.8333333333333333,5.0,0.23076923076923078,0.3,0.25,0.15384615384615385,0.12345679012345678
A man in strange clothes is holding up some kind of contraption while spectators watch.,People are watching.,a man in strange clothes is holding up some kind of contraption while spectators watch.,people are watching.,1,87,15,1,4.866666666666666,1,0.011494252873563218,0,0.0,0,0.0,1,0.011494252873563218,1.0,0.4666666666666667,20.0,3.0,1.0,6.0,1.0,0.05,0.0,0.0,0.0,0.0,1.0,0.05,1.0,0.3333333333333333,4.35,67.0,5.0,12.0,0.0,0.0,0.14864864864864866,0.0625,0.030612244897959183
A group of men are standing around and drinking water with their bikes.,A group of women laugh at an ongoing joke between them,a group of men are standing around and drinking water with their bikes.,a group of women laugh at an ongoing joke between them,0,71,13,1,4.538461538461538,1,0.014084507042253521,0,0.0,0,0.0,1,0.014084507042253521,1.0,0.46153846153846156,54.0,11.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5454545454545454,1.3148148148148149,17.0,1.1818181818181819,2.0,0.14285714285714285,0.23076923076923078,0.36486486486486486,0.16326530612244897,0.102803738317757
A man and woman are dancing while spectators watch.,two women are dancing,a man and woman are dancing while spectators watch.,two women are dancing,0,51,9,1,4.777777777777778,1,0.0196078431372549,0,0.0,0,0.0,1,0.0196078431372549,1.0,0.4444444444444444,21.0,4.0,1.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25,2.4285714285714284,30.0,2.25,5.0,0.18181818181818182,0.2222222222222222,0.3409090909090909,0.25,0.20754716981132076
A guy in a red shirt is on his head with his feet in the air while a guy in a gray shirt and black hat looks at him.,A man is doing a handstand.,a guy in a red shirt is on his head with his feet in the air while a guy in a gray shirt and black hat looks at him.,a man is doing a handstand.,1,116,29,1,3.0344827586206895,1,0.008620689655172414,0,0.0,0,0.0,1,0.008620689655172414,0.7241379310344828,0.5517241379310345,27.0,6.0,1.0,3.6666666666666665,1.0,0.037037037037037035,0.0,0.0,0.0,0.0,1.0,0.037037037037037035,0.8333333333333334,0.6666666666666666,4.296296296296297,89.0,4.833333333333333,23.0,0.08333333333333333,0.09523809523809523,0.14864864864864866,0.04672897196261682,0.008333333333333333
Two people are seated at a table with drinks,Six men eat a huge meal with no drinks.,two people are seated at a table with drinks,six men eat a huge meal with no drinks.,0,44,9,1,4.0,0,0.0,0,0.0,0,0.0,0,0.0,1.0,0.4444444444444444,39.0,9.0,1.0,3.4444444444444446,1.0,0.02564102564102564,0.0,0.0,0.0,0.0,1.0,0.02564102564102564,1.0,0.3333333333333333,1.1282051282051282,5.0,1.0,0.0,0.125,0.2222222222222222,0.3333333333333333,0.203125,0.1323529411764706
A man dressed in jeans and a black jacket is sitting down while smoking a cigarette and checking his mobile device.,a person smoking a cigarette,a man dressed in jeans and a black jacket is sitting down while smoking a cigarette and checking his mobile device.,a person smoking a cigarette,1,115,21,1,4.523809523809524,1,0.008695652173913044,0,0.0,0,0.0,1,0.008695652173913044,0.8571428571428571,0.47619047619047616,28.0,5.0,1.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.4,4.107142857142857,87.0,4.2,16.0,0.15789473684210525,0.16666666666666666,0.2597402597402597,0.16666666666666666,0.14912280701754385
A couple who are in a matrimony ceremony,The couple are sleeping in a tent.,a couple who are in a matrimony ceremony,the couple are sleeping in a tent.,0,40,8,1,4.125,0,0.0,0,0.0,0,0.0,0,0.0,0.875,0.625,34.0,7.0,1.0,4.0,1.0,0.029411764705882353,0.0,0.0,0.0,0.0,1.0,0.029411764705882353,1.0,0.5714285714285714,1.1764705882352942,6.0,1.1428571428571428,1.0,0.4,0.5714285714285714,0.3111111111111111,0.23636363636363636,0.17543859649122806
Florida men's basketball player# 33 shooting basketball.,A man is shooting some basketball.,florida men's basketball player# 33 shooting basketball.,a man is shooting some basketball.,1,56,7,1,7.142857142857143,3,0.05357142857142857,0,0.0,2,0.03571428571428571,3,0.05357142857142857,1.0,0.0,34.0,6.0,1.0,4.833333333333333,1.0,0.029411764705882353,0.0,0.0,0.0,0.0,1.0,0.029411764705882353,1.0,0.5,1.6470588235294117,22.0,1.1666666666666667,1.0,0.18181818181818182,0.2857142857142857,0.4423076923076923,0.3275862068965517,0.26666666666666666
A group of people relax and site see at an outdoor statue design.,A group of friends enjoying an afternoon.,a group of people relax and site see at an outdoor statue design.,a group of friends enjoying an afternoon.,0,65,13,1,4.076923076923077,1,0.015384615384615385,0,0.0,0,0.0,1,0.015384615384615385,1.0,0.38461538461538464,41.0,7.0,1.0,5.0,1.0,0.024390243902439025,0.0,0.0,0.0,0.0,1.0,0.024390243902439025,1.0,0.42857142857142855,1.5853658536585367,24.0,1.8571428571428572,6.0,0.25,0.3076923076923077,0.2328767123287671,0.12222222222222222,0.0989010989010989
A person in a hard hat is doing some work on a train track.,A human in a hat.,a person in a hard hat is doing some work on a train track.,a human in a hat.,1,59,14,1,3.2857142857142856,1,0.01694915254237288,0,0.0,0,0.0,1,0.01694915254237288,0.8571428571428571,0.5714285714285714,17.0,5.0,1.0,2.6,1.0,0.058823529411764705,0.0,0.0,0.0,0.0,1.0,0.058823529411764705,0.8,0.6,3.4705882352941178,42.0,2.8,9.0,0.14285714285714285,0.16666666666666666,0.1702127659574468,0.14285714285714285,0.11475409836065574
A Man with a hat and goggles is standing by a car that has just been dug out of the snow.,A man has just dug his car out of the snow after a storm.,a man with a hat and goggles is standing by a car that has just been dug out of the snow.,a man has just dug his car out of the snow after a storm.,0,89,21,1,3.2857142857142856,1,0.011235955056179775,0,0.0,0,0.0,1,0.011235955056179775,0.9047619047619048,0.6666666666666666,57.0,14.0,1.0,3.142857142857143,1.0,0.017543859649122806,0.0,0.0,0.0,0.0,1.0,0.017543859649122806,0.9285714285714286,0.6428571428571429,1.5614035087719298,32.0,1.5,7.0,0.391304347826087,0.47368421052631576,0.5068493150684932,0.3465346534653465,0.24107142857142858
Construction worker is checking the condition of the bits on a boring machine.,Construction worker at work.,construction worker is checking the condition of the bits on a boring machine.,construction worker at work.,1,78,13,1,5.076923076923077,1,0.01282051282051282,0,0.0,0,0.0,1,0.01282051282051282,0.9230769230769231,0.46153846153846156,28.0,4.0,1.0,6.25,1.0,0.03571428571428571,0.0,0.0,0.0,0.0,1.0,0.03571428571428571,1.0,0.25,2.7857142857142856,50.0,3.25,9.0,0.14285714285714285,0.16666666666666666,0.34545454545454546,0.2535211267605634,0.2236842105263158
Man with hat juggling in front of a captivated audience.,Man with hat is juggling.,man with hat juggling in front of a captivated audience.,man with hat is juggling.,1,56,10,1,4.7,1,0.017857142857142856,0,0.0,0,0.0,1,0.017857142857142856,1.0,0.4,25.0,5.0,1.0,4.2,1.0,0.04,0.0,0.0,0.0,0.0,1.0,0.04,1.0,0.4,2.24,31.0,2.0,5.0,0.25,0.3,0.39622641509433965,0.3050847457627119,0.2711864406779661
"Jimi Hendrix, in a signature blue outfit with red and white fringe, jams away on his electric guitar.",Jimi Hendrix signing autographs for many people.,"jimi hendrix, in a signature blue outfit with red and white fringe, jams away on his electric guitar.",jimi hendrix signing autographs for many people.,0,101,18,1,4.666666666666667,3,0.0297029702970297,0,0.0,0,0.0,3,0.0297029702970297,1.0,0.3333333333333333,48.0,7.0,1.0,6.0,1.0,0.020833333333333332,0.0,0.0,0.0,0.0,1.0,0.020833333333333332,1.0,0.14285714285714285,2.1041666666666665,53.0,2.5714285714285716,11.0,0.041666666666666664,0.05555555555555555,0.23300970873786409,0.10687022900763359,0.08333333333333333
"A woman stands on a balcony wearing a knee length dress taking pictures, with vines that cover the large windows.",A woman paints on the balcony,"a woman stands on a balcony wearing a knee length dress taking pictures, with vines that cover the large windows.",a woman paints on the balcony,0,113,20,1,4.7,2,0.017699115044247787,0,0.0,0,0.0,2,0.017699115044247787,0.9,0.35,29.0,6.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,3.896551724137931,84.0,3.3333333333333335,14.0,0.2631578947368421,0.2777777777777778,0.2716049382716049,0.16216216216216217,0.11570247933884298
A woman in a black shirt has her arm around a woman in a red shirt.,One women is conforting an upset woman,a woman in a black shirt has her arm around a woman in a red shirt.,one women is conforting an upset woman,0,67,16,1,3.25,1,0.014925373134328358,0,0.0,0,0.0,1,0.014925373134328358,0.6875,0.5,38.0,7.0,1.0,4.571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2857142857142857,1.763157894736842,29.0,2.2857142857142856,9.0,0.058823529411764705,0.09090909090909091,0.2,0.07894736842105263,0.036585365853658534
An Asian woman holds a little boy in her arms.,Asian women with father.,an asian woman holds a little boy in her arms.,asian women with father.,0,46,10,1,3.7,1,0.021739130434782608,0,0.0,0,0.0,1,0.021739130434782608,1.0,0.4,24.0,4.0,1.0,5.25,1.0,0.041666666666666664,0.0,0.0,0.0,0.0,1.0,0.041666666666666664,1.0,0.25,1.9166666666666667,22.0,2.5,6.0,0.07692307692307693,0.1,0.2391304347826087,0.14814814814814814,0.10344827586206896
A soccer game is in progress with a red shirt team and a blue shirt team.,A soccer game is in progress,a soccer game is in progress with a red shirt team and a blue shirt team.,a soccer game is in progress,1,73,16,1,3.625,1,0.0136986301369863,0,0.0,0,0.0,1,0.0136986301369863,0.8125,0.4375,28.0,6.0,1.0,3.8333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,2.607142857142857,45.0,2.6666666666666665,10.0,0.46153846153846156,0.46153846153846156,0.5098039215686274,0.4262295081967213,0.4032258064516129
A man in a cap and a blue plaid button-down shirt is holding a bird cage with a bird inside.,A man is holding a bird he just purchased from the pet shop.,a man in a cap and a blue plaid button-down shirt is holding a bird cage with a bird inside.,a man is holding a bird he just purchased from the pet shop.,0,92,20,1,3.65,2,0.021739130434782608,0,0.0,0,0.0,2,0.021739130434782608,0.75,0.45,60.0,13.0,1.0,3.6923076923076925,1.0,0.016666666666666666,0.0,0.0,0.0,0.0,1.0,0.016666666666666666,0.9230769230769231,0.5384615384615384,1.5333333333333334,32.0,1.5384615384615385,7.0,0.22727272727272727,0.3333333333333333,0.32941176470588235,0.21428571428571427,0.16666666666666666
Two young men have fun in a crowd with crazy flaming helmets on their heads.,Two young men have fun in a crowd with flaming helmets.,two young men have fun in a crowd with crazy flaming helmets on their heads.,two young men have fun in a crowd with flaming helmets.,1,76,15,1,4.133333333333334,1,0.013157894736842105,0,0.0,0,0.0,1,0.013157894736842105,1.0,0.4,55.0,11.0,1.0,4.090909090909091,1.0,0.01818181818181818,0.0,0.0,0.0,0.0,1.0,0.01818181818181818,1.0,0.36363636363636365,1.3818181818181818,21.0,1.3636363636363635,4.0,0.625,0.6666666666666666,0.7627118644067796,0.684931506849315,0.6447368421052632
A young boy with reddish hair and gray colored eyes sticks his tongue out.,The boy is young.,a young boy with reddish hair and gray colored eyes sticks his tongue out.,the boy is young.,1,74,14,1,4.357142857142857,1,0.013513513513513514,0,0.0,0,0.0,1,0.013513513513513514,1.0,0.2857142857142857,17.0,4.0,1.0,3.5,1.0,0.058823529411764705,0.0,0.0,0.0,0.0,1.0,0.058823529411764705,1.0,0.5,4.352941176470588,57.0,3.5,10.0,0.058823529411764705,0.07142857142857142,0.2,0.10256410256410256,0.0625
"A woman and her daughter measuring themselves against a giant ruler at ""Washington Farms"".",The people are at a doctors office.,"a woman and her daughter measuring themselves against a giant ruler at ""washington farms"".",the people are at a doctors office.,0,90,14,1,5.5,3,0.03333333333333333,0,0.0,0,0.0,3,0.03333333333333333,0.9285714285714286,0.5,35.0,7.0,1.0,4.142857142857143,1.0,0.02857142857142857,0.0,0.0,0.0,0.0,1.0,0.02857142857142857,1.0,0.5714285714285714,2.5714285714285716,55.0,2.0,7.0,0.1111111111111111,0.15384615384615385,0.12359550561797752,0.044642857142857144,0.017094017094017096
A man and woman stand in front of a large red modern statue.,Two old men play chess in the middle of an aquarium.,a man and woman stand in front of a large red modern statue.,two old men play chess in the middle of an aquarium.,0,60,13,1,3.6923076923076925,1,0.016666666666666666,0,0.0,0,0.0,1,0.016666666666666666,0.9230769230769231,0.38461538461538464,52.0,11.0,1.0,3.8181818181818183,1.0,0.019230769230769232,0.0,0.0,0.0,0.0,1.0,0.019230769230769232,1.0,0.36363636363636365,1.1538461538461537,8.0,1.1818181818181819,2.0,0.09523809523809523,0.16666666666666666,0.1917808219178082,0.09782608695652174,0.04081632653061224
A group of young adults come together to perform song complete with drums and a guitar.,A group of senior citizens are playing poker.,a group of young adults come together to perform song complete with drums and a guitar.,a group of senior citizens are playing poker.,0,87,16,1,4.5,1,0.011494252873563218,0,0.0,0,0.0,1,0.011494252873563218,0.9375,0.375,45.0,8.0,1.0,4.75,1.0,0.022222222222222223,0.0,0.0,0.0,0.0,1.0,0.022222222222222223,1.0,0.375,1.9333333333333333,42.0,2.0,8.0,0.15,0.2,0.29411764705882354,0.09821428571428571,0.06837606837606838
"People passing through an open market, while an older woman leans in front of a chilled bin on=f seafood.",People are in a market,"people passing through an open market, while an older woman leans in front of a chilled bin on=f seafood.",people are in a market,1,105,19,1,4.578947368421052,3,0.02857142857142857,0,0.0,0,0.0,3,0.02857142857142857,0.9473684210526315,0.3684210526315789,22.0,5.0,1.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6,4.7727272727272725,83.0,3.8,14.0,0.15,0.16666666666666666,0.2236842105263158,0.13861386138613863,0.09174311926605505
An older gentleman standing in front of a washer and dryer with his hand getting ready to push a button and a black basket of clothes sitting on top of the dryer next to him.,A man washes laundry,an older gentleman standing in front of a washer and dryer with his hand getting ready to push a button and a black basket of clothes sitting on top of the dryer next to him.,a man washes laundry,1,174,35,1,4.0,1,0.005747126436781609,0,0.0,0,0.0,1,0.005747126436781609,0.8,0.45714285714285713,20.0,4.0,1.0,4.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25,8.7,154.0,8.75,31.0,0.03225806451612903,0.03571428571428571,0.15306122448979592,0.06164383561643835,0.029940119760479042
A doctor in surgical scrubs consults with his patient.,The doctor describes the medical procedure.,a doctor in surgical scrubs consults with his patient.,the doctor describes the medical procedure.,0,54,9,1,5.111111111111111,1,0.018518518518518517,0,0.0,0,0.0,1,0.018518518518518517,1.0,0.4444444444444444,43.0,6.0,1.0,6.333333333333333,1.0,0.023255813953488372,0.0,0.0,0.0,0.0,1.0,0.023255813953488372,0.8333333333333334,0.3333333333333333,1.255813953488372,11.0,1.5,3.0,0.07692307692307693,0.1111111111111111,0.2537313432835821,0.12345679012345678,0.08433734939759036
A boy playing in a mud puddle.,The boy is in the mud.,a boy playing in a mud puddle.,the boy is in the mud.,1,30,7,1,3.4285714285714284,1,0.03333333333333333,0,0.0,0,0.0,1,0.03333333333333333,0.8571428571428571,0.42857142857142855,22.0,6.0,1.0,2.8333333333333335,1.0,0.045454545454545456,0.0,0.0,0.0,0.0,1.0,0.045454545454545456,0.8333333333333334,0.6666666666666666,1.3636363636363635,8.0,1.1666666666666667,1.0,0.2222222222222222,0.3333333333333333,0.3125,0.1794871794871795,0.0975609756097561
An asian man in a blue jacket putting candles into a cake.,A man in a jacket putting red candles into a cake.,an asian man in a blue jacket putting candles into a cake.,a man in a jacket putting red candles into a cake.,0,58,12,1,3.9166666666666665,1,0.017241379310344827,0,0.0,0,0.0,1,0.017241379310344827,0.9166666666666666,0.4166666666666667,50.0,11.0,1.0,3.6363636363636362,1.0,0.02,0.0,0.0,0.0,0.0,1.0,0.02,0.8181818181818182,0.45454545454545453,1.16,8.0,1.0909090909090908,1.0,0.6666666666666666,0.7272727272727273,0.7391304347826086,0.6666666666666666,0.59375
A man in red swim trunks is jumping onto a bodyboard.,The man is in the ocean.,a man in red swim trunks is jumping onto a bodyboard.,the man is in the ocean.,0,53,11,1,3.909090909090909,1,0.018867924528301886,0,0.0,0,0.0,1,0.018867924528301886,0.9090909090909091,0.36363636363636365,24.0,6.0,1.0,3.1666666666666665,1.0,0.041666666666666664,0.0,0.0,0.0,0.0,1.0,0.041666666666666664,0.8333333333333334,0.6666666666666666,2.2083333333333335,29.0,1.8333333333333333,5.0,0.25,0.3,0.18867924528301888,0.14516129032258066,0.07692307692307693
A rugby player is running with the ball as a defender moves to intervene.,The rugby player with the ball is about to score.,a rugby player is running with the ball as a defender moves to intervene.,the rugby player with the ball is about to score.,0,73,14,1,4.285714285714286,1,0.0136986301369863,0,0.0,0,0.0,1,0.0136986301369863,0.9285714285714286,0.5,49.0,10.0,1.0,4.0,1.0,0.02040816326530612,0.0,0.0,0.0,0.0,1.0,0.02040816326530612,0.9,0.6,1.489795918367347,24.0,1.4,4.0,0.4666666666666667,0.5384615384615384,0.5,0.35714285714285715,0.2777777777777778
Two men on their laptops not talking to each other.,Two men are at a strip club.,two men on their laptops not talking to each other.,two men are at a strip club.,0,51,10,1,4.2,1,0.0196078431372549,0,0.0,0,0.0,1,0.0196078431372549,1.0,0.5,28.0,7.0,1.0,3.142857142857143,1.0,0.03571428571428571,0.0,0.0,0.0,0.0,1.0,0.03571428571428571,1.0,0.42857142857142855,1.8214285714285714,23.0,1.4285714285714286,3.0,0.13333333333333333,0.2,0.13793103448275862,0.08823529411764706,0.07352941176470588
two men boxing shirtless with black pants on,The men are young,two men boxing shirtless with black pants on,the men are young,0,44,8,1,4.625,0,0.0,0,0.0,0,0.0,0,0.0,1.0,0.25,17.0,4.0,1.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,2.588235294117647,27.0,2.0,4.0,0.09090909090909091,0.125,0.12,0.05555555555555555,0.03773584905660377
This photograph captured a man and a woman skating in an intertwining pose.,The man and woman are skating,this photograph captured a man and a woman skating in an intertwining pose.,the man and woman are skating,0,75,13,1,4.846153846153846,1,0.013333333333333334,0,0.0,0,0.0,1,0.013333333333333334,0.9230769230769231,0.46153846153846156,29.0,6.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,2.586206896551724,46.0,2.1666666666666665,7.0,0.2857142857142857,0.3333333333333333,0.34545454545454546,0.22535211267605634,0.1794871794871795
Tattoed women in striped top wearing a backpack.,A woman who has no tattooes has on a floral shirt.,tattoed women in striped top wearing a backpack.,a woman who has no tattooes has on a floral shirt.,0,48,8,1,5.125,1,0.020833333333333332,0,0.0,0,0.0,1,0.020833333333333332,1.0,0.25,50.0,11.0,1.0,3.6363636363636362,1.0,0.02,0.0,0.0,0.0,0.0,1.0,0.02,0.8181818181818182,0.6363636363636364,0.96,2.0,0.7272727272727273,3.0,0.0625,0.1111111111111111,0.2,0.07228915662650602,0.034482758620689655
A yellow team soccer player is jumping on two blue team players while other players run along side.,The soccer player is alone in his room asleep.,a yellow team soccer player is jumping on two blue team players while other players run along side.,the soccer player is alone in his room asleep.,0,99,18,1,4.555555555555555,1,0.010101010101010102,0,0.0,0,0.0,1,0.010101010101010102,0.8888888888888888,0.2777777777777778,46.0,9.0,1.0,4.222222222222222,1.0,0.021739130434782608,0.0,0.0,0.0,0.0,1.0,0.021739130434782608,1.0,0.4444444444444444,2.152173913043478,53.0,2.0,9.0,0.13636363636363635,0.1875,0.3783783783783784,0.20202020202020202,0.1588785046728972
A man is standing next to a yellow cab while holding up a sign with many little yellow street signs on it.,The person is standing outside.,a man is standing next to a yellow cab while holding up a sign with many little yellow street signs on it.,the person is standing outside.,1,106,22,1,3.8636363636363638,1,0.009433962264150943,0,0.0,0,0.0,1,0.009433962264150943,0.8636363636363636,0.4090909090909091,31.0,5.0,1.0,5.4,1.0,0.03225806451612903,0.0,0.0,0.0,0.0,1.0,0.03225806451612903,1.0,0.4,3.4193548387096775,75.0,4.4,17.0,0.09090909090909091,0.10526315789473684,0.21951219512195122,0.12745098039215685,0.11009174311926606
"Two men dressed in winter coats are standing outside in the snow in a picnic shelter, getting ready to eat.","two men in winter clothing stand outside, in the snow at a picnic getting ready to sandwiches","two men dressed in winter coats are standing outside in the snow in a picnic shelter, getting ready to eat.","two men in winter clothing stand outside, in the snow at a picnic getting ready to sandwiches",0,107,20,1,4.4,2,0.018691588785046728,0,0.0,0,0.0,2,0.018691588785046728,0.9,0.35,93.0,17.0,1.0,4.529411764705882,1.0,0.010752688172043012,0.0,0.0,0.0,0.0,1.0,0.010752688172043012,0.9411764705882353,0.35294117647058826,1.1505376344086022,14.0,1.1764705882352942,3.0,0.4782608695652174,0.6111111111111112,0.7126436781609196,0.47580645161290325,0.3897058823529412
"Three people, smiling while playing cards.",Three people are playing with Dominoes.,"three people, smiling while playing cards.",three people are playing with dominoes.,0,42,6,1,6.166666666666667,2,0.047619047619047616,0,0.0,0,0.0,2,0.047619047619047616,1.0,0.16666666666666666,39.0,6.0,1.0,5.666666666666667,1.0,0.02564102564102564,0.0,0.0,0.0,0.0,1.0,0.02564102564102564,1.0,0.3333333333333333,1.0769230769230769,3.0,1.0,0.0,0.2,0.3333333333333333,0.4883720930232558,0.35185185185185186,0.2982456140350877
"A group of spectators outside in the cold, all focusing on the same object.",A group of tourists look at some attraction on a cold day.,"a group of spectators outside in the cold, all focusing on the same object.",a group of tourists look at some attraction on a cold day.,0,75,14,1,4.428571428571429,2,0.02666666666666667,0,0.0,0,0.0,2,0.02666666666666667,0.9285714285714286,0.5714285714285714,58.0,12.0,1.0,3.9166666666666665,1.0,0.017241379310344827,0.0,0.0,0.0,0.0,1.0,0.017241379310344827,0.9166666666666666,0.5,1.293103448275862,17.0,1.1666666666666667,2.0,0.2,0.3076923076923077,0.32098765432098764,0.14018691588785046,0.09734513274336283
A working cutting a tree with an orange vest on.,A tree is being planted,a working cutting a tree with an orange vest on.,a tree is being planted,0,48,10,1,3.9,1,0.020833333333333332,0,0.0,0,0.0,1,0.020833333333333332,0.9,0.4,23.0,5.0,1.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6,2.0869565217391304,25.0,2.0,5.0,0.16666666666666666,0.2222222222222222,0.20833333333333334,0.1206896551724138,0.0847457627118644
The white swan is taking off from the water.,The swan is flying to another place.,the white swan is taking off from the water.,the swan is flying to another place.,0,44,9,1,4.0,1,0.022727272727272728,0,0.0,0,0.0,1,0.022727272727272728,0.8888888888888888,0.5555555555555556,36.0,7.0,1.0,4.285714285714286,1.0,0.027777777777777776,0.0,0.0,0.0,0.0,1.0,0.027777777777777776,1.0,0.42857142857142855,1.2222222222222223,8.0,1.2857142857142858,2.0,0.25,0.375,0.34,0.2,0.14285714285714285
A small boy wearing a green and blue shirt is sitting in a construction vehicle,A kid is waiting for his dad.,a small boy wearing a green and blue shirt is sitting in a construction vehicle,a kid is waiting for his dad.,0,79,15,1,4.333333333333333,0,0.0,0,0.0,0,0.0,0,0.0,0.8666666666666667,0.4,29.0,7.0,1.0,3.2857142857142856,1.0,0.034482758620689655,0.0,0.0,0.0,0.0,1.0,0.034482758620689655,1.0,0.5714285714285714,2.7241379310344827,50.0,2.142857142857143,8.0,0.1111111111111111,0.15384615384615385,0.16,0.05319148936170213,0.030612244897959183
A group of people in dark clothing are crossing a crosswalk.,A group of people in dark clothing are crossing a crosswalk to get to the store,a group of people in dark clothing are crossing a crosswalk.,a group of people in dark clothing are crossing a crosswalk to get to the store,0,60,11,1,4.545454545454546,1,0.016666666666666666,0,0.0,0,0.0,1,0.016666666666666666,0.9090909090909091,0.45454545454545453,79.0,16.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.875,0.5,0.759493670886076,19.0,0.6875,5.0,0.6,0.6428571428571429,0.7962962962962963,0.7246376811594203,0.7183098591549296
